adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
False,"[878, 53]",597890,en,Voyagers,"With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power.",3.9645,2021-04-08,Voyagers,False,5.956,900
False,"[35, 18]",340402,en,Almost Christmas,A dysfunctional family gathers together for their first Christmas since the death of their matriarch.,3.8425,2016-11-11,Almost Christmas,False,6.0,367
False,"[35, 10751]",17037,en,I'll Be Home for Christmas,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",4.2791,1998-11-13,I'll Be Home for Christmas,False,6.0,334
False,"[12, 16, 35, 10751]",15213,en,Everyone's Hero,A boy begins a grand journey to return Babe Ruth's baseball bat before the deciding game of the 1932 World Series comes to a close.,1.1273,2006-08-04,Everyone's Hero,False,5.956,308
False,"[18, 53]",13825,en,The Lazarus Project,"After Ben Garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. But his death sentence isn't quite what it seems, as Ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. With the state of his soul in question, and the love for his wife and daughter all the more real and powerful, Ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",2.1348,2008-10-24,The Lazarus Project,False,6.0,361
False,[35],11374,en,EDtv,Video store clerk Ed agrees to have his life filmed by a camera crew for a tv network.,1.4979,1999-03-26,EDtv,False,6.0,648
False,"[35, 10749]",8780,en,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",5.8188,2008-04-25,Baby Mama,False,5.956,661
False,"[27, 53]",533642,en,Child's Play,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",5.5388,2019-06-19,Child's Play,False,5.955,1947
False,"[878, 12, 28, 35]",531306,en,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",5.0011,2019-05-24,Rim of the World,False,6.0,976
False,"[28, 35]",267193,en,Grimsby,"Wrongfully accused and on the run, a top MI6 assassin joins forces with his long-lost, football hooligan brother to save the world from a sinister plot.",7.5958,2016-02-24,Grimsby,False,6.0,2344
False,"[35, 18]",174323,en,G.B.F.,"The bitter fight for supremacy between the three most popular girls at North Gateway High takes an unexpected turn when their classmate, Tanner, is outed and becomes the school’s first openly gay student. The trio races to bag the big trend in fashion accessories, the Gay Best Friend, while Tanner must decide whether his skyrocketing popularity is more important than the friendships he is leaving behind.",0.1088,2014-01-17,G.B.F.,False,5.955,393
False,"[80, 9648, 53]",12245,en,The Oxford Murders,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols.",0.8906,2008-01-18,The Oxford Murders,False,5.955,656
False,"[28, 35, 80]",11078,en,National Security,"Earl Montgomery, a bombastic police academy reject, and Hank Rafferty, a disgraced, mild-mannered cop, can't seem to escape each other. They met on opposite sides of the law during a routine traffic stop that escalated out of control; now as lowly security guards they're thrown together to bust a smuggling operation.",1.5987,2003-01-17,National Security,False,6.0,1003
False,"[18, 9648, 53]",785752,en,Intrusion,"When a husband and wife move to a small town, a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.",2.7285,2021-09-22,Intrusion,False,5.954,701
False,"[28, 878]",414190,en,iBoy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",2.2184,2017-01-27,iBoy,False,5.954,1162
False,"[28, 35, 80]",81446,en,The Baytown Outlaws,"When three redneck brothers agree to help a woman save her son from an abusive father, they become targets on the run from an odd cast of characters.",4.3191,2012-08-27,The Baytown Outlaws,False,5.954,317
False,"[12, 27, 53, 878]",14372,en,Leviathan,Underwater deep-sea miners encounter a Soviet wreck and bring back a dangerous cargo to their base on the ocean floor with horrifying results. The crew of the mining base must fight to survive against a genetic mutation that hunts them down one by one.,2.2099,1989-03-17,Leviathan,False,6.0,512
False,"[35, 14, 10749]",13477,en,When in Rome,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",1.486,2010-01-29,When in Rome,False,6.0,1223
False,"[14, 35, 10749]",12556,en,Ghosts of Girlfriends Past,"Celebrity photographer Connor Mead lives life in the fast lane, committed to lifelong bachelorhood and simultaneous relationships with multiple women. On the eve of his younger brother Paul's wedding, Connor's mockery of love proves a real buzz-kill for everyone - including his childhood crush, Jenny, the one woman who always seemed immune to his considerable charms. Later that night, he gets a wake-up call from the ghost of his late Uncle Wayne, the hard-partying, legendary ladies' man who was Connor's mentor. Uncle Wayne has an urgent message which he delivers through three ghosts who guide Connor on an eye-opening tour of his romantic past, present and future. Along the way, they attempt to discern whether he will ever be able to change his ways -- and if there is any hope of him finding true love.",2.5472,2009-05-01,Ghosts of Girlfriends Past,False,5.954,2332
False,"[27, 878, 53]",1062215,en,Afraid,Curtis Pike and his family are selected to test a new home device: a digital assistant called AIA. AIA observes the family's behaviors and begins to anticipate their needs. And she can – and will – make sure nothing – and no one – gets in her family's way.,5.219,2024-08-28,Afraid,False,5.953,396
False,"[53, 27]",890771,en,The Black Demon,"Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack, Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.",3.7877,2023-04-26,The Black Demon,False,6.0,651
False,"[53, 28, 18]",445954,en,Acts of Vengeance,"A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",4.7187,2017-10-27,Acts of Vengeance,False,6.0,575
False,"[878, 27]",125490,en,Antiviral,"Syd March is an employee at a clinic that sells injections of live viruses harvested from sick celebrities to obsessed fans. When he becomes infected with the disease that kills super sensation Hannah Geist, Syd becomes a target for collectors and rabid fans. He must unravel the mystery surrounding her death before he suffers the same fate.",1.9214,2012-09-19,Antiviral,False,5.953,406
False,[35],85041,it,Immaturi - Il viaggio,"Seven thirty-something friends organise a post-grad trip they were never able to take after school. They find new adventures on a Greek island, and show that true maturity is never really achieved.",0.7802,2012-01-04,The Immature: The Trip,False,5.953,609
False,"[28, 53, 878]",13460,en,Doomsday,"The lethal Reaper virus spreads throughout Britain—infecting millions and killing hundreds of thousands. Authorities brutally and successfully quarantine the country but, three decades later, the virus resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",4.4839,2008-03-14,Doomsday,False,6.0,1316
False,"[28, 12, 35, 80, 53]",9448,en,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",4.1419,1998-04-24,The Big Hit,False,6.0,431
